日期,标题,发文机关,机关层级,主题分类,发文字号,所属公报号码,影响行业,情感倾向,情感置信度
2024/9/8,国务院关于加强监管防范风险推动保险业高质量发展的若干意见,国务院,国务院,财政、金融、审计&保险,国发〔2024〕21号,,金融,正面,0.85
2024/9/8,国务院关于加强监管防范风险推动保险业高质量发展的若干意见,国务院,国务院,财政、金融、审计&保险,国发〔2024〕21号,,医药,中性,0.7
2024/9/8,国务院关于加强监管防范风险推动保险业高质量发展的若干意见,国务院,国务院,财政、金融、审计&保险,国发〔2024〕21号,,消费,中性,0.75
2024/9/8,国务院关于加强监管防范风险推动保险业高质量发展的若干意见,国务院,国务院,财政、金融、审计&保险,国发〔2024〕21号,,房地产,中性,0.7
2024/9/8,国务院关于加强监管防范风险推动保险业高质量发展的若干意见,国务院,国务院,财政、金融、审计&保险,国发〔2024〕21号,,电动车新能源,正面,0.75
2024/9/8,国务院关于加强监管防范风险推动保险业高质量发展的若干意见,国务院,国务院,财政、金融、审计&保险,国发〔2024〕21号,,高端装备,正面,0.85
2024/9/8,国务院关于加强监管防范风险推动保险业高质量发展的若干意见,国务院,国务院,财政、金融、审计&保险,国发〔2024〕21号,,旅游,正面,0.75
2024/9/8,国务院关于加强监管防范风险推动保险业高质量发展的若干意见,国务院,国务院,财政、金融、审计&保险,国发〔2024〕21号,,半导体与信息技术,中性,0.7
2024/9/12,国务院办公厅关于开展2025年全国1%人口抽样调查的通知,国务院办公厅,国务院,国民经济管理、国有资产监管&统计,国办函〔2024〕71号,,化工,中性,0.7
2024/9/12,国务院办公厅关于开展2025年全国1%人口抽样调查的通知,国务院办公厅,国务院,国民经济管理、国有资产监管&统计,国办函〔2024〕71号,,传统能源,中性,0.7
2024/9/12,国务院办公厅关于开展2025年全国1%人口抽样调查的通知,国务院办公厅,国务院,国民经济管理、国有资产监管&统计,国办函〔2024〕71号,,金融,中性,0.7
2024/9/12,国务院办公厅关于开展2025年全国1%人口抽样调查的通知,国务院办公厅,国务院,国民经济管理、国有资产监管&统计,国办函〔2024〕71号,,医药,中性,0.7
2024/9/12,国务院办公厅关于开展2025年全国1%人口抽样调查的通知,国务院办公厅,国务院,国民经济管理、国有资产监管&统计,国办函〔2024〕71号,,消费,中性,0.7
2024/9/12,国务院办公厅关于开展2025年全国1%人口抽样调查的通知,国务院办公厅,国务院,国民经济管理、国有资产监管&统计,国办函〔2024〕71号,,房地产,中性,0.7
2024/9/12,国务院办公厅关于开展2025年全国1%人口抽样调查的通知,国务院办公厅,国务院,国民经济管理、国有资产监管&统计,国办函〔2024〕71号,,电动车新能源,中性,0.7
2024/9/12,国务院办公厅关于开展2025年全国1%人口抽样调查的通知,国务院办公厅,国务院,国民经济管理、国有资产监管&统计,国办函〔2024〕71号,,高端装备,中性,0.7
2024/9/12,国务院办公厅关于开展2025年全国1%人口抽样调查的通知,国务院办公厅,国务院,国民经济管理、国有资产监管&统计,国办函〔2024〕71号,,旅游,中性,0.7
2024/9/12,国务院办公厅关于开展2025年全国1%人口抽样调查的通知,国务院办公厅,国务院,国民经济管理、国有资产监管&统计,国办函〔2024〕71号,,半导体与信息技术,中性,0.75
2024/9/12,国务院办公厅关于践行大食物观构建多元化食物供给体系的意见,国务院办公厅,国务院,农业、林业、水利&农业、畜牧业、渔业,国办发〔2024〕46号,,化工,正面,0.75
2024/9/12,国务院办公厅关于践行大食物观构建多元化食物供给体系的意见,国务院办公厅,国务院,农业、林业、水利&农业、畜牧业、渔业,国办发〔2024〕46号,,传统能源,中性,0.7
2024/9/12,国务院办公厅关于践行大食物观构建多元化食物供给体系的意见,国务院办公厅,国务院,农业、林业、水利&农业、畜牧业、渔业,国办发〔2024〕46号,,金融,正面,0.85
2024/9/12,国务院办公厅关于践行大食物观构建多元化食物供给体系的意见,国务院办公厅,国务院,农业、林业、水利&农业、畜牧业、渔业,国办发〔2024〕46号,,医药,正面,0.75
2024/9/12,国务院办公厅关于践行大食物观构建多元化食物供给体系的意见,国务院办公厅,国务院,农业、林业、水利&农业、畜牧业、渔业,国办发〔2024〕46号,,消费,正面,0.85
2024/9/12,国务院办公厅关于践行大食物观构建多元化食物供给体系的意见,国务院办公厅,国务院,农业、林业、水利&农业、畜牧业、渔业,国办发〔2024〕46号,,房地产,中性,0.7
2024/9/12,国务院办公厅关于践行大食物观构建多元化食物供给体系的意见,国务院办公厅,国务院,农业、林业、水利&农业、畜牧业、渔业,国办发〔2024〕46号,,电动车新能源,中性,0.7
2024/9/12,国务院办公厅关于践行大食物观构建多元化食物供给体系的意见,国务院办公厅,国务院,农业、林业、水利&农业、畜牧业、渔业,国办发〔2024〕46号,,高端装备,中性,0.7
2024/9/12,国务院办公厅关于践行大食物观构建多元化食物供给体系的意见,国务院办公厅,国务院,农业、林业、水利&农业、畜牧业、渔业,国办发〔2024〕46号,,旅游,正面,0.85
2024/9/12,国务院办公厅关于践行大食物观构建多元化食物供给体系的意见,国务院办公厅,国务院,农业、林业、水利&农业、畜牧业、渔业,国办发〔2024〕46号,,半导体与信息技术,中性,0.7
2024/9/19,国家医疗保障局办公室关于印发《长期护理保险专家库管理暂行办法》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕20号,,化工,中性,0.7
2024/9/19,国家医疗保障局办公室关于印发《长期护理保险专家库管理暂行办法》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕20号,,传统能源,中性,0.7
2024/9/19,国家医疗保障局办公室关于印发《长期护理保险专家库管理暂行办法》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕20号,,金融,中性,0.7
2024/9/19,国家医疗保障局办公室关于印发《长期护理保险专家库管理暂行办法》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕20号,,医药,正面,0.75
2024/9/19,国家医疗保障局办公室关于印发《长期护理保险专家库管理暂行办法》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕20号,,消费,中性,0.7
2024/9/19,国家医疗保障局办公室关于印发《长期护理保险专家库管理暂行办法》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕20号,,房地产,中性,0.7
2024/9/19,国家医疗保障局办公室关于印发《长期护理保险专家库管理暂行办法》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕20号,,电动车新能源,中性,0.7
2024/9/19,国家医疗保障局办公室关于印发《长期护理保险专家库管理暂行办法》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕20号,,高端装备,中性,0.7
2024/9/19,国家医疗保障局办公室关于印发《长期护理保险专家库管理暂行办法》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕20号,,旅游,中性,0.7
2024/9/19,国家医疗保障局办公室关于印发《长期护理保险专家库管理暂行办法》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕20号,,半导体与信息技术,中性,0.7
2024/9/23,国家医疗保障局办公室关于印发《长期护理保险护理服务机构定点管理办法（试行）》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕21号,,化工,中性,0.7
2024/9/23,国家医疗保障局办公室关于印发《长期护理保险护理服务机构定点管理办法（试行）》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕21号,,传统能源,中性,0.7
2024/9/23,国家医疗保障局办公室关于印发《长期护理保险护理服务机构定点管理办法（试行）》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕21号,,金融,中性,0.7
2024/9/23,国家医疗保障局办公室关于印发《长期护理保险护理服务机构定点管理办法（试行）》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕21号,,医药,正面,0.75
2024/9/23,国家医疗保障局办公室关于印发《长期护理保险护理服务机构定点管理办法（试行）》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕21号,,消费,正面,0.75
2024/9/23,国家医疗保障局办公室关于印发《长期护理保险护理服务机构定点管理办法（试行）》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕21号,,房地产,中性,0.7
2024/9/23,国家医疗保障局办公室关于印发《长期护理保险护理服务机构定点管理办法（试行）》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕21号,,电动车新能源,中性,0.7
2024/9/23,国家医疗保障局办公室关于印发《长期护理保险护理服务机构定点管理办法（试行）》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕21号,,高端装备,中性,0.7
2024/9/23,国家医疗保障局办公室关于印发《长期护理保险护理服务机构定点管理办法（试行）》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕21号,,旅游,中性,0.7
2024/9/23,国家医疗保障局办公室关于印发《长期护理保险护理服务机构定点管理办法（试行）》的通知,国家医保局办公室,国务院部门,卫生、体育&卫生,医保办发〔2024〕21号,,半导体与信息技术,中性,0.7
2024/9/11,国家卫生健康委办公厅关于印发慢性阻塞性肺疾病患者健康服务规范（试行）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办基层函〔2024〕336号,,化工,正面,0.75
2024/9/11,国家卫生健康委办公厅关于印发慢性阻塞性肺疾病患者健康服务规范（试行）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办基层函〔2024〕336号,,传统能源,中性,0.7
2024/9/11,国家卫生健康委办公厅关于印发慢性阻塞性肺疾病患者健康服务规范（试行）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办基层函〔2024〕336号,,金融,中性,0.7
2024/9/11,国家卫生健康委办公厅关于印发慢性阻塞性肺疾病患者健康服务规范（试行）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办基层函〔2024〕336号,,医药,正面,0.75
2024/9/11,国家卫生健康委办公厅关于印发慢性阻塞性肺疾病患者健康服务规范（试行）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办基层函〔2024〕336号,,消费,正面,0.75
2024/9/11,国家卫生健康委办公厅关于印发慢性阻塞性肺疾病患者健康服务规范（试行）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办基层函〔2024〕336号,,房地产,中性,0.7
2024/9/11,国家卫生健康委办公厅关于印发慢性阻塞性肺疾病患者健康服务规范（试行）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办基层函〔2024〕336号,,电动车新能源,中性,0.7
2024/9/11,国家卫生健康委办公厅关于印发慢性阻塞性肺疾病患者健康服务规范（试行）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办基层函〔2024〕336号,,高端装备,中性,0.7
2024/9/11,国家卫生健康委办公厅关于印发慢性阻塞性肺疾病患者健康服务规范（试行）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办基层函〔2024〕336号,,旅游,中性,0.7
2024/9/11,国家卫生健康委办公厅关于印发慢性阻塞性肺疾病患者健康服务规范（试行）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办基层函〔2024〕336号,,半导体与信息技术,中性,0.7
2024/9/12,国家卫生健康委办公厅关于印发重症医学专业医疗质量控制指标（2024年版）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办医政函〔2024〕338号,,化工,中性,0.7
2024/9/12,国家卫生健康委办公厅关于印发重症医学专业医疗质量控制指标（2024年版）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办医政函〔2024〕338号,,传统能源,中性,0.75
2024/9/12,国家卫生健康委办公厅关于印发重症医学专业医疗质量控制指标（2024年版）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办医政函〔2024〕338号,,金融,中性,0.7
2024/9/12,国家卫生健康委办公厅关于印发重症医学专业医疗质量控制指标（2024年版）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办医政函〔2024〕338号,,医药,正面,0.75
2024/9/12,国家卫生健康委办公厅关于印发重症医学专业医疗质量控制指标（2024年版）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办医政函〔2024〕338号,,消费,中性,0.7
2024/9/12,国家卫生健康委办公厅关于印发重症医学专业医疗质量控制指标（2024年版）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办医政函〔2024〕338号,,房地产,中性,0.7
2024/9/12,国家卫生健康委办公厅关于印发重症医学专业医疗质量控制指标（2024年版）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办医政函〔2024〕338号,,电动车新能源,中性,0.7
2024/9/12,国家卫生健康委办公厅关于印发重症医学专业医疗质量控制指标（2024年版）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办医政函〔2024〕338号,,高端装备,中性,0.7
2024/9/12,国家卫生健康委办公厅关于印发重症医学专业医疗质量控制指标（2024年版）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办医政函〔2024〕338号,,旅游,中性,0.7
2024/9/12,国家卫生健康委办公厅关于印发重症医学专业医疗质量控制指标（2024年版）的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&卫生,国卫办医政函〔2024〕338号,,半导体与信息技术,中性,0.75
2024/9/10,国家卫生健康委办公厅关于进一步推进临床营养工作的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&其他,国卫办医政函〔2024〕333号,,化工,中性,0.7
2024/9/10,国家卫生健康委办公厅关于进一步推进临床营养工作的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&其他,国卫办医政函〔2024〕333号,,传统能源,中性,0.7
2024/9/10,国家卫生健康委办公厅关于进一步推进临床营养工作的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&其他,国卫办医政函〔2024〕333号,,金融,正面,0.75
2024/9/10,国家卫生健康委办公厅关于进一步推进临床营养工作的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&其他,国卫办医政函〔2024〕333号,,医药,正面,0.85
2024/9/10,国家卫生健康委办公厅关于进一步推进临床营养工作的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&其他,国卫办医政函〔2024〕333号,,消费,正面,0.75
2024/9/10,国家卫生健康委办公厅关于进一步推进临床营养工作的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&其他,国卫办医政函〔2024〕333号,,房地产,中性,0.7
2024/9/10,国家卫生健康委办公厅关于进一步推进临床营养工作的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&其他,国卫办医政函〔2024〕333号,,电动车新能源,中性,0.7
2024/9/10,国家卫生健康委办公厅关于进一步推进临床营养工作的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&其他,国卫办医政函〔2024〕333号,,高端装备,中性,0.7
2024/9/10,国家卫生健康委办公厅关于进一步推进临床营养工作的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&其他,国卫办医政函〔2024〕333号,,旅游,中性,0.7
2024/9/10,国家卫生健康委办公厅关于进一步推进临床营养工作的通知,国家卫生健康委办公厅,国务院部门,卫生、体育&其他,国卫办医政函〔2024〕333号,,半导体与信息技术,中性,0.7
2024/9/11,国家发展改革委等部门关于加强煤炭清洁高效利用的意见,国家发展改革委 工业和信息化部 自然资源部 生态环境部 交通运输部 国家能源局,国务院部门,国土资源、能源&煤炭,发改运行〔2024〕1345号,,化工,正面,0.75
2024/9/11,国家发展改革委等部门关于加强煤炭清洁高效利用的意见,国家发展改革委 工业和信息化部 自然资源部 生态环境部 交通运输部 国家能源局,国务院部门,国土资源、能源&煤炭,发改运行〔2024〕1345号,,传统能源,正面,0.85
2024/9/11,国家发展改革委等部门关于加强煤炭清洁高效利用的意见,国家发展改革委 工业和信息化部 自然资源部 生态环境部 交通运输部 国家能源局,国务院部门,国土资源、能源&煤炭,发改运行〔2024〕1345号,,金融,正面,0.85
2024/9/11,国家发展改革委等部门关于加强煤炭清洁高效利用的意见,国家发展改革委 工业和信息化部 自然资源部 生态环境部 交通运输部 国家能源局,国务院部门,国土资源、能源&煤炭,发改运行〔2024〕1345号,,医药,中性,0.7
2024/9/11,国家发展改革委等部门关于加强煤炭清洁高效利用的意见,国家发展改革委 工业和信息化部 自然资源部 生态环境部 交通运输部 国家能源局,国务院部门,国土资源、能源&煤炭,发改运行〔2024〕1345号,,消费,正面,0.75
2024/9/11,国家发展改革委等部门关于加强煤炭清洁高效利用的意见,国家发展改革委 工业和信息化部 自然资源部 生态环境部 交通运输部 国家能源局,国务院部门,国土资源、能源&煤炭,发改运行〔2024〕1345号,,房地产,中性,0.7
2024/9/11,国家发展改革委等部门关于加强煤炭清洁高效利用的意见,国家发展改革委 工业和信息化部 自然资源部 生态环境部 交通运输部 国家能源局,国务院部门,国土资源、能源&煤炭,发改运行〔2024〕1345号,,电动车新能源,中性,0.75
2024/9/11,国家发展改革委等部门关于加强煤炭清洁高效利用的意见,国家发展改革委 工业和信息化部 自然资源部 生态环境部 交通运输部 国家能源局,国务院部门,国土资源、能源&煤炭,发改运行〔2024〕1345号,,高端装备,正面,0.85
2024/9/11,国家发展改革委等部门关于加强煤炭清洁高效利用的意见,国家发展改革委 工业和信息化部 自然资源部 生态环境部 交通运输部 国家能源局,国务院部门,国土资源、能源&煤炭,发改运行〔2024〕1345号,,旅游,中性,0.7
2024/9/11,国家发展改革委等部门关于加强煤炭清洁高效利用的意见,国家发展改革委 工业和信息化部 自然资源部 生态环境部 交通运输部 国家能源局,国务院部门,国土资源、能源&煤炭,发改运行〔2024〕1345号,,半导体与信息技术,中性,0.7
2024/9/12,国家文物局 财政部关于印发《全国考古人才振兴计划项目管理办法》的通知,国家文物局 财政部,国务院部门,文化、广电、新闻出版&文物,文物科发〔2024〕50号,,化工,中性,0.7
2024/9/12,国家文物局 财政部关于印发《全国考古人才振兴计划项目管理办法》的通知,国家文物局 财政部,国务院部门,文化、广电、新闻出版&文物,文物科发〔2024〕50号,,传统能源,中性,0.7
2024/9/12,国家文物局 财政部关于印发《全国考古人才振兴计划项目管理办法》的通知,国家文物局 财政部,国务院部门,文化、广电、新闻出版&文物,文物科发〔2024〕50号,,金融,中性,0.7
2024/9/12,国家文物局 财政部关于印发《全国考古人才振兴计划项目管理办法》的通知,国家文物局 财政部,国务院部门,文化、广电、新闻出版&文物,文物科发〔2024〕50号,,医药,中性,0.7
2024/9/12,国家文物局 财政部关于印发《全国考古人才振兴计划项目管理办法》的通知,国家文物局 财政部,国务院部门,文化、广电、新闻出版&文物,文物科发〔2024〕50号,,消费,中性,0.7
2024/9/12,国家文物局 财政部关于印发《全国考古人才振兴计划项目管理办法》的通知,国家文物局 财政部,国务院部门,文化、广电、新闻出版&文物,文物科发〔2024〕50号,,房地产,中性,0.7
2024/9/12,国家文物局 财政部关于印发《全国考古人才振兴计划项目管理办法》的通知,国家文物局 财政部,国务院部门,文化、广电、新闻出版&文物,文物科发〔2024〕50号,,电动车新能源,中性,0.7
2024/9/12,国家文物局 财政部关于印发《全国考古人才振兴计划项目管理办法》的通知,国家文物局 财政部,国务院部门,文化、广电、新闻出版&文物,文物科发〔2024〕50号,,高端装备,中性,0.7
2024/9/12,国家文物局 财政部关于印发《全国考古人才振兴计划项目管理办法》的通知,国家文物局 财政部,国务院部门,文化、广电、新闻出版&文物,文物科发〔2024〕50号,,旅游,正面,0.75
2024/9/12,国家文物局 财政部关于印发《全国考古人才振兴计划项目管理办法》的通知,国家文物局 财政部,国务院部门,文化、广电、新闻出版&文物,文物科发〔2024〕50号,,半导体与信息技术,负面,0.85
2024/9/6,国家文物局关于推进考古研学高质量发展的指导意见,国家文物局,国务院部门,文化、广电、新闻出版&文物,文物考发〔2024〕51号,,化工,中性,0.7
2024/9/6,国家文物局关于推进考古研学高质量发展的指导意见,国家文物局,国务院部门,文化、广电、新闻出版&文物,文物考发〔2024〕51号,,传统能源,中性,0.75
2024/9/6,国家文物局关于推进考古研学高质量发展的指导意见,国家文物局,国务院部门,文化、广电、新闻出版&文物,文物考发〔2024〕51号,,金融,中性,0.7
2024/9/6,国家文物局关于推进考古研学高质量发展的指导意见,国家文物局,国务院部门,文化、广电、新闻出版&文物,文物考发〔2024〕51号,,医药,中性,0.7
2024/9/6,国家文物局关于推进考古研学高质量发展的指导意见,国家文物局,国务院部门,文化、广电、新闻出版&文物,文物考发〔2024〕51号,,消费,正面,0.85
2024/9/6,国家文物局关于推进考古研学高质量发展的指导意见,国家文物局,国务院部门,文化、广电、新闻出版&文物,文物考发〔2024〕51号,,房地产,中性,0.7
2024/9/6,国家文物局关于推进考古研学高质量发展的指导意见,国家文物局,国务院部门,文化、广电、新闻出版&文物,文物考发〔2024〕51号,,电动车新能源,中性,0.7
2024/9/6,国家文物局关于推进考古研学高质量发展的指导意见,国家文物局,国务院部门,文化、广电、新闻出版&文物,文物考发〔2024〕51号,,高端装备,中性,0.7
2024/9/6,国家文物局关于推进考古研学高质量发展的指导意见,国家文物局,国务院部门,文化、广电、新闻出版&文物,文物考发〔2024〕51号,,旅游,正面,0.85
2024/9/6,国家文物局关于推进考古研学高质量发展的指导意见,国家文物局,国务院部门,文化、广电、新闻出版&文物,文物考发〔2024〕51号,,半导体与信息技术,中性,0.7
2024/9/19,国家知识产权局办公室 教育部办公厅关于印发《高校国家知识产权信息服务中心工作指引》的通知,国家知识产权局办公室?教育部办公厅,国务院部门,科技、教育&知识产权,国知办发服字〔2024〕36号,,化工,正面,0.75
2024/9/19,国家知识产权局办公室 教育部办公厅关于印发《高校国家知识产权信息服务中心工作指引》的通知,国家知识产权局办公室?教育部办公厅,国务院部门,科技、教育&知识产权,国知办发服字〔2024〕36号,,传统能源,中性,0.7
2024/9/19,国家知识产权局办公室 教育部办公厅关于印发《高校国家知识产权信息服务中心工作指引》的通知,国家知识产权局办公室?教育部办公厅,国务院部门,科技、教育&知识产权,国知办发服字〔2024〕36号,,金融,中性,0.7
2024/9/19,国家知识产权局办公室 教育部办公厅关于印发《高校国家知识产权信息服务中心工作指引》的通知,国家知识产权局办公室?教育部办公厅,国务院部门,科技、教育&知识产权,国知办发服字〔2024〕36号,,医药,正面,0.75
2024/9/19,国家知识产权局办公室 教育部办公厅关于印发《高校国家知识产权信息服务中心工作指引》的通知,国家知识产权局办公室?教育部办公厅,国务院部门,科技、教育&知识产权,国知办发服字〔2024〕36号,,消费,中性,0.7
2024/9/19,国家知识产权局办公室 教育部办公厅关于印发《高校国家知识产权信息服务中心工作指引》的通知,国家知识产权局办公室?教育部办公厅,国务院部门,科技、教育&知识产权,国知办发服字〔2024〕36号,,房地产,中性,0.7
2024/9/19,国家知识产权局办公室 教育部办公厅关于印发《高校国家知识产权信息服务中心工作指引》的通知,国家知识产权局办公室?教育部办公厅,国务院部门,科技、教育&知识产权,国知办发服字〔2024〕36号,,电动车新能源,中性,0.7
2024/9/19,国家知识产权局办公室 教育部办公厅关于印发《高校国家知识产权信息服务中心工作指引》的通知,国家知识产权局办公室?教育部办公厅,国务院部门,科技、教育&知识产权,国知办发服字〔2024〕36号,,高端装备,正面,0.75
2024/9/19,国家知识产权局办公室 教育部办公厅关于印发《高校国家知识产权信息服务中心工作指引》的通知,国家知识产权局办公室?教育部办公厅,国务院部门,科技、教育&知识产权,国知办发服字〔2024〕36号,,旅游,中性,0.7
2024/9/19,国家知识产权局办公室 教育部办公厅关于印发《高校国家知识产权信息服务中心工作指引》的通知,国家知识产权局办公室?教育部办公厅,国务院部门,科技、教育&知识产权,国知办发服字〔2024〕36号,,半导体与信息技术,正面,0.75
2024/9/13,国家能源局关于印发《电力市场注册基本规则》的通知,国家能源局,国务院部门,国土资源、能源&电力,国能发监管规〔2024〕76号,,化工,正面,0.75
2024/9/13,国家能源局关于印发《电力市场注册基本规则》的通知,国家能源局,国务院部门,国土资源、能源&电力,国能发监管规〔2024〕76号,,传统能源,正面,0.85
2024/9/13,国家能源局关于印发《电力市场注册基本规则》的通知,国家能源局,国务院部门,国土资源、能源&电力,国能发监管规〔2024〕76号,,金融,正面,0.8
2024/9/13,国家能源局关于印发《电力市场注册基本规则》的通知,国家能源局,国务院部门,国土资源、能源&电力,国能发监管规〔2024〕76号,,医药,中性,0.7
2024/9/13,国家能源局关于印发《电力市场注册基本规则》的通知,国家能源局,国务院部门,国土资源、能源&电力,国能发监管规〔2024〕76号,,消费,正面,0.75
2024/9/13,国家能源局关于印发《电力市场注册基本规则》的通知,国家能源局,国务院部门,国土资源、能源&电力,国能发监管规〔2024〕76号,,房地产,中性,0.7
2024/9/13,国家能源局关于印发《电力市场注册基本规则》的通知,国家能源局,国务院部门,国土资源、能源&电力,国能发监管规〔2024〕76号,,电动车新能源,正面,0.85
2024/9/13,国家能源局关于印发《电力市场注册基本规则》的通知,国家能源局,国务院部门,国土资源、能源&电力,国能发监管规〔2024〕76号,,高端装备,正面,0.85
2024/9/13,国家能源局关于印发《电力市场注册基本规则》的通知,国家能源局,国务院部门,国土资源、能源&电力,国能发监管规〔2024〕76号,,旅游,中性,0.7
2024/9/13,国家能源局关于印发《电力市场注册基本规则》的通知,国家能源局,国务院部门,国土资源、能源&电力,国能发监管规〔2024〕76号,,半导体与信息技术,中性,0.7
2024/9/10,国家邮政局关于支持广西打造面向东盟的区域性国际邮政快递枢纽的意见,国家邮政局,国务院部门,工业、交通&邮政,国邮发〔2024〕34号,,化工,中性,0.7
2024/9/10,国家邮政局关于支持广西打造面向东盟的区域性国际邮政快递枢纽的意见,国家邮政局,国务院部门,工业、交通&邮政,国邮发〔2024〕34号,,传统能源,中性,0.7
2024/9/10,国家邮政局关于支持广西打造面向东盟的区域性国际邮政快递枢纽的意见,国家邮政局,国务院部门,工业、交通&邮政,国邮发〔2024〕34号,,金融,正面,0.75
2024/9/10,国家邮政局关于支持广西打造面向东盟的区域性国际邮政快递枢纽的意见,国家邮政局,国务院部门,工业、交通&邮政,国邮发〔2024〕34号,,医药,中性,0.7
2024/9/10,国家邮政局关于支持广西打造面向东盟的区域性国际邮政快递枢纽的意见,国家邮政局,国务院部门,工业、交通&邮政,国邮发〔2024〕34号,,消费,正面,0.75
2024/9/10,国家邮政局关于支持广西打造面向东盟的区域性国际邮政快递枢纽的意见,国家邮政局,国务院部门,工业、交通&邮政,国邮发〔2024〕34号,,房地产,中性,0.7
2024/9/10,国家邮政局关于支持广西打造面向东盟的区域性国际邮政快递枢纽的意见,国家邮政局,国务院部门,工业、交通&邮政,国邮发〔2024〕34号,,电动车新能源,中性,0.7
2024/9/10,国家邮政局关于支持广西打造面向东盟的区域性国际邮政快递枢纽的意见,国家邮政局,国务院部门,工业、交通&邮政,国邮发〔2024〕34号,,高端装备,中性,0.7
2024/9/10,国家邮政局关于支持广西打造面向东盟的区域性国际邮政快递枢纽的意见,国家邮政局,国务院部门,工业、交通&邮政,国邮发〔2024〕34号,,旅游,正面,0.75
2024/9/10,国家邮政局关于支持广西打造面向东盟的区域性国际邮政快递枢纽的意见,国家邮政局,国务院部门,工业、交通&邮政,国邮发〔2024〕34号,,半导体与信息技术,中性,0.7
2024/9/24,国家金融监督管理总局关于做好续贷工作 提高小微企业金融服务水平的通知,金融监管总局,国务院部门,财政、金融、审计&银行,金规〔2024〕13号,,化工,正面,0.75
2024/9/24,国家金融监督管理总局关于做好续贷工作 提高小微企业金融服务水平的通知,金融监管总局,国务院部门,财政、金融、审计&银行,金规〔2024〕13号,,传统能源,中性,0.7
2024/9/24,国家金融监督管理总局关于做好续贷工作 提高小微企业金融服务水平的通知,金融监管总局,国务院部门,财政、金融、审计&银行,金规〔2024〕13号,,金融,正面,0.85
2024/9/24,国家金融监督管理总局关于做好续贷工作 提高小微企业金融服务水平的通知,金融监管总局,国务院部门,财政、金融、审计&银行,金规〔2024〕13号,,医药,正面,0.75
